time,lotid,recipe,wafer_id,leak,column_0,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9
2023-07-19 18:40:14,sample_0,sample_0,sample_0,1,0.7476700328481314,0.7410785754392322,0.7264280738211952,0.3895771577928565,0.11763782203245575,0.10917722984728133,0.3949725135600937,0.686928527556384,0.8357201549395692,0.9614926012540799
2023-07-19 18:40:15,sample_0,sample_0,sample_0,1,0.780375660380553,0.7432251891566148,0.5755629678181368,0.9749762125314222,0.14121169726789434,0.22911292831804936,0.1882897990464,0.5260538019447574,0.8361915903072225,0.6936688558471489
2023-07-19 18:40:16,sample_0,sample_0,sample_0,1,0.8121833589314797,0.7424809142766489,0.42656617720985257,0.9787454986468326,0.16393385373282768,0.34628143537680073,0.18947745456183468,0.3650080798199798,0.83433199272145,0.4236881555073459
2023-07-19 18:40:17,sample_0,sample_0,sample_0,1,0.8445896187173982,0.7417599014936102,0.427128622613912,0.9796634891577007,0.18630951234556228,0.34610478958478663,0.18943289786111636,0.3635013549601596,0.8361986382274195,0.15510530989144328
2023-07-19 18:40:18,sample_0,sample_0,sample_0,1,0.8727252151624383,0.7412562343505444,0.4286993004809458,0.9794447880405515,0.20995471772250543,0.3452870331982195,0.1905424901362271,0.3638279357095738,0.8346765520547698,0.15673899874285566
2023-07-19 18:40:19,sample_0,sample_0,sample_0,1,0.9035635051743404,0.7421015041804795,0.4289865580445506,0.9826274676473106,0.23573463086685723,0.34295411255156844,0.1916423814124084,0.3631722984461092,0.8354069012839332,0.1564562802394597
2023-07-19 18:40:20,sample_0,sample_0,sample_0,1,0.7689966911930811,0.7451859571038988,0.4293315736671339,0.9842691261284123,0.25734022246229676,0.3429718601844767,0.19068422166107502,0.3645701726104889,0.8343740200232617,0.15515178577968064
2023-07-19 18:40:21,sample_0,sample_0,sample_0,1,0.6365646720180707,0.7432127789853079,0.4279273370002356,0.9869547888912542,0.28105932715478876,0.34307191112544366,0.1938166847490106,0.36315167285645494,0.8334543419698067,0.15545327513040438
2023-07-19 18:40:22,sample_0,sample_0,sample_0,1,0.499644361678241,0.7425941353792874,0.4294002326688929,0.9887614972757208,0.30485081780782575,0.3421319225667669,0.1942867277628399,0.3643754727229388,0.834774333254769,0.15629688296500693
2023-07-19 18:40:23,sample_0,sample_0,sample_0,1,0.5006555860360531,0.7457648134093944,0.430818953558011,0.9914183868330159,0.3300661688245297,0.34062769088586997,0.19619083338346657,0.3623247737536128,0.8323195400466145,0.1578192884070685
2023-07-19 18:40:24,sample_0,sample_0,sample_0,1,0.4982786921042008,0.8585555710584042,0.4321492050484144,0.9920058915287253,0.35384183932266294,0.33841614750550003,0.19772971895198388,0.34567643212802274,0.8326597423605057,0.1578495003641773
